개방자치단체코드,관리번호,시도명,시군구명,관리기관명,지정번호,보호수지정일자,보호수해지일자,보호수유형명,과명,학명,나무종류,그루수,나무나이,나무높이,가슴높이둘레,나무갓지름,품격명,지목명,지적,소유자구분,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3000000,202430000000200027,서울특별시,종로구,서울특별시 종로구청,서1-28,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,180,12,120,,마을나무,대,7183,단체,서울특별시 종로구 평창11길 9-1,서울특별시 종로구 평창동 329-2,37.606291,126.965916,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200060,서울특별시,종로구,서울특별시 종로구청,서1-1,1968-07-03,,노목+거목,콩과,Sophora japonica,회화나무,1,430,12,390,,시·군나무,대,3297.8,공공,서울특별시 종로구 궁정동 55-3,서울특별시 종로구 궁정동 55-3,37.584271,126.972388,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200025,서울특별시,종로구,서울특별시 종로구청,서1-25,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,18,220,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200014,서울특별시,종로구,서울특별시 종로구청,서1-14,1988-06-08,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,510,20,360,,시·군나무,학교용지,14205,단체,서울특별시 종로구 창덕궁길 164,서울특별시 종로구 계동 1,37.584922,126.987033,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200050,서울특별시,종로구,서울특별시 종로구청,서1-11,1981-10-27,,노목+거목,소나무과,Pinus densiflora,소나무,1,315,12,190,,마을나무,대,823,단체,서울특별시 종로구 진흥로21길 12-6,서울특별시 종로구 구기동 81-38,37.608323,126.958617,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200042,서울특별시,종로구,서울특별시 종로구청,서1-19,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,265,13.8,370,,시·군나무,대,16191.8,개인,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40,37.604395,126.957936,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200038,서울특별시,종로구,서울특별시 종로구청,서1-23,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,18.2,240,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200024,서울특별시,종로구,서울특별시 종로구청,서1-24,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,17.2,240,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200059,서울특별시,종로구,서울특별시 종로구청,서1-2,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,565,16.5,380,,시·군나무,학교용지,47840.1,공공,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9,37.585934,126.971792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200021,서울특별시,종로구,서울특별시 종로구청,서1-21,1988-09-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,310,20,340,,시·군나무,대,658.4,개인,서울특별시 종로구 창덕궁길 188-3,서울특별시 종로구 가회동 5,37.583897,126.985864,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200047,서울특별시,종로구,서울특별시 종로구청,서1-14,1988-06-08,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,510,20,360,,시·군나무,학교용지,14205,단체,서울특별시 종로구 창덕궁길 164,서울특별시 종로구 계동 1,37.584922,126.987033,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200005,서울특별시,종로구,서울특별시 종로구청,서1-5,1981-10-27,,노목+거목,콩과,Ginkgo biloba,은행나무,1,465,16,380,,시·군나무,대,5054.6,단체,서울특별시 종로구 종로33길 31,서울특별시 종로구 연지동 263,37.572714,127.001109,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200033,서울특별시,종로구,서울특별시 종로구청,서1-29,1972-10-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,225,18,280,,면나무,대,153.1,개인,서울특별시 종로구 삼청로7가길 5,서울특별시 종로구 팔판동 2,37.584411,126.980546,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200018,서울특별시,종로구,서울특별시 종로구청,서1-18,1981-10-27,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,215,22,400,,시·군나무,학교용지,47840.1,공공,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9,37.585934,126.971792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200053,서울특별시,종로구,서울특별시 종로구청,서1-8,1972-10-12,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,425,15,340,,시·군나무,사적지,1831.7,공공,서울특별시 종로구 율곡로 99,서울특별시 종로구 와룡동 4-1,37.577832,126.989382,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200026,서울특별시,종로구,서울특별시 종로구청,서1-26,1972-10-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,225,20.5,120,,마을나무,학교용지,27057.9,공공,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1,37.585255,126.968742,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200035,서울특별시,종로구,서울특별시 종로구청,서1-26,1972-10-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,225,20.5,120,,마을나무,학교용지,27057.9,공공,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1,37.585255,126.968742,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200048,서울특별시,종로구,서울특별시 종로구청,서1-13,1981-10-27,,노목+거목,가래나무과,Pterocarya stenoptera,중국굴피,1,415,23,310,,시·군나무,대,658.8,공공,서울특별시 종로구 청운동 89-64,서울특별시 종로구 청운동 89-29,37.586024,126.972599,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200028,서울특별시,종로구,서울특별시 종로구청,서1-29,1972-10-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,225,18,280,,면나무,대,153.1,개인,서울특별시 종로구 삼청로7가길 5,서울특별시 종로구 팔판동 2,37.584411,126.980546,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200039,서울특별시,종로구,서울특별시 종로구청,서1-22,1989-10-24,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,255,13,400,,시·군나무,도로,2608,개인,서울특별시 종로구 세검정로7나길 7-3,서울특별시 종로구 신영동 214-52,37.603011,126.959855,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200031,서울특별시,종로구,서울특별시 종로구청,서1-31,2007-11-29,,노목+거목,소나무과,Pinus densiflora,소나무,1,100,4.5,190,,마을나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200023,서울특별시,종로구,서울특별시 종로구청,서1-23,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,18.2,240,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200017,서울특별시,종로구,서울특별시 종로구청,서1-17,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,230,12.8,250,,면나무,임야,6621,개인,서울특별시 종로구 평창동 261-2,서울특별시 종로구 평창동 248-2,37.602434,126.966974,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200022,서울특별시,종로구,서울특별시 종로구청,서1-22,1989-10-24,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,255,13,400,,시·군나무,도로,2608,개인,서울특별시 종로구 세검정로7나길 7-3,서울특별시 종로구 신영동 214-52,37.603011,126.959855,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200044,서울특별시,종로구,서울특별시 종로구청,서1-17,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,230,12.8,250,,면나무,임야,6621,개인,서울특별시 종로구 평창동 261-2,서울특별시 종로구 평창동 248-2,37.602434,126.966974,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200012,서울특별시,종로구,서울특별시 종로구청,서1-12,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,315,20,330,,시·군나무,대,2612.9,공공,서울특별시 종로구 창의문로 21,서울특별시 종로구 청운동 89-109,37.58551,126.972545,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200054,서울특별시,종로구,서울특별시 종로구청,서1-7,2000-06-05,,노목+거목,콩과,Sophora japonica,회화나무,1,300,18,380,,시·군나무,대,34183.3,공공,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,37.580345,126.983158,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200008,서울특별시,종로구,서울특별시 종로구청,서1-8,1972-10-12,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,425,15,340,,시·군나무,사적지,1831.7,공공,서울특별시 종로구 율곡로 99,서울특별시 종로구 와룡동 4-1,37.577832,126.989382,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200036,서울특별시,종로구,서울특별시 종로구청,서1-25,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,18,220,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200004,서울특별시,종로구,서울특별시 종로구청,서1-4,1981-10-27,,노목+거목,느릅나무과,Sophora japonica,회화나무,1,515,21,410,,시·군나무,대,8840.5,단체,서울특별시 종로구 김상옥로 29,서울특별시 종로구 연지동 136-74,37.573825,127.00792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200007,서울특별시,종로구,서울특별시 종로구청,서1-7,2000-06-05,,노목+거목,콩과,Sophora japonica,회화나무,1,300,18,380,,시·군나무,대,34183.3,공공,서울특별시 종로구 북촌로5길 48,서울특별시 종로구 화동 2,37.580345,126.983158,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200043,서울특별시,종로구,서울특별시 종로구청,서1-18,1981-10-27,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,215,22,400,,시·군나무,학교용지,47840.1,공공,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9,37.585934,126.971792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200003,서울특별시,종로구,서울특별시 종로구청,서1-3,1981-10-27,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,465,17,540,,시·군나무,도로,4.2,공공,서울특별시 종로구 인의동 48-55,서울특별시 종로구 인의동 48-55,37.572522,126.998277,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200029,서울특별시,종로구,서울특별시 종로구청,서1-30,2000-12-20,,노목+거목,측백나무과,Juniperus chinensis,향나무,1,230,11.2,180,,마을나무,사적지,40693.9,공공,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28,37.576032,126.967993,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200002,서울특별시,종로구,서울특별시 종로구청,서1-2,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,565,16.5,380,,시·군나무,학교용지,47840.1,공공,서울특별시 종로구 자하문로28가길 9,서울특별시 종로구 청운동 89-9,37.585934,126.971792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200057,서울특별시,종로구,서울특별시 종로구청,서1-4,1981-10-27,,노목+거목,느릅나무과,Sophora japonica,회화나무,1,515,21,410,,시·군나무,대,8840.5,단체,서울특별시 종로구 김상옥로 29,서울특별시 종로구 연지동 136-74,37.573825,127.00792,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200019,서울특별시,종로구,서울특별시 종로구청,서1-19,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,265,13.8,370,,시·군나무,대,16191.8,개인,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40,37.604395,126.957936,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200032,서울특별시,종로구,서울특별시 종로구청,서1-30,2000-12-20,,노목+거목,측백나무과,Juniperus chinensis,향나무,1,230,11.2,180,,마을나무,사적지,40693.9,공공,서울특별시 종로구 사직로9길 5,서울특별시 종로구 사직동 1-28,37.576032,126.967993,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200015,서울특별시,종로구,서울특별시 종로구청,서1-15,1989-10-24,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,260,20,700,,도나무,학교용지,27057.9,공공,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1,37.585253,126.968741,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200045,서울특별시,종로구,서울특별시 종로구청,서1-16,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,180,6.2,330,,시·군나무,대,3710,단체,서울특별시 종로구 창의문로11길 4-1,서울특별시 종로구 부암동 201,37.595039,126.96254,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200001,서울특별시,종로구,서울특별시 종로구청,서1-1,1968-07-03,,노목+거목,콩과,Sophora japonica,회화나무,1,430,12,390,,시·군나무,대,3297.8,공공,서울특별시 종로구 궁정동 55-3,서울특별시 종로구 궁정동 55-3,37.584271,126.972388,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200013,서울특별시,종로구,서울특별시 종로구청,서1-13,1981-10-27,,노목+거목,가래나무과,Pterocarya stenoptera,중국굴피,1,415,23,310,,시·군나무,대,658.8,공공,서울특별시 종로구 청운동 89-64,서울특별시 종로구 청운동 89-29,37.586024,126.972599,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200009,서울특별시,종로구,서울특별시 종로구청,서1-9,1972-10-12,,노목+거목,콩과,Sophora japonica,회화나무,1,450,26,430,,시·군나무,종교용지,661.2,단체,서울특별시 종로구 우정국로 55,서울특별시 종로구 견지동 45,37.573947,126.982253,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200011,서울특별시,종로구,서울특별시 종로구청,서1-11,1981-10-27,,노목+거목,소나무과,Pinus densiflora,소나무,1,315,12,190,,마을나무,대,823,단체,서울특별시 종로구 진흥로21길 12-6,서울특별시 종로구 구기동 81-38,37.608323,126.958617,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200037,서울특별시,종로구,서울특별시 종로구청,서1-24,1996-08-16,,노목+거목,느릅나무과,Ulmus pumila,비술나무,1,150,17.2,240,,면나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200052,서울특별시,종로구,서울특별시 종로구청,서1-9,1972-10-12,,노목+거목,콩과,Sophora japonica,회화나무,1,450,26,430,,시·군나무,종교용지,661.2,단체,서울특별시 종로구 우정국로 55,서울특별시 종로구 견지동 45,37.573947,126.982253,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200030,서울특별시,종로구,서울특별시 종로구청,서1-31,2007-11-29,,노목+거목,소나무과,Pinus densiflora,소나무,1,100,4.5,190,,마을나무,대,8712.4,공공,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,37.579093,126.980681,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200016,서울특별시,종로구,서울특별시 종로구청,서1-16,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,180,6.2,330,,시·군나무,대,3710,단체,서울특별시 종로구 창의문로11길 4-1,서울특별시 종로구 부암동 201,37.595039,126.96254,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200056,서울특별시,종로구,서울특별시 종로구청,서1-5,1981-10-27,,노목+거목,콩과,Ginkgo biloba,은행나무,1,465,16,380,,시·군나무,대,5054.6,단체,서울특별시 종로구 종로33길 31,서울특별시 종로구 연지동 263,37.572714,127.001109,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200051,서울특별시,종로구,서울특별시 종로구청,서1-10,1976-06-05,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,420,24.5,680,,도나무,대,676.5,개인,서울특별시 종로구 사직로1가길 16,서울특별시 종로구 행촌동 1-18,37.573321,126.96381,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200006,서울특별시,종로구,서울특별시 종로구청,서1-6,1988-06-08,,노목+거목,은행나무과,Zelkova serrata,느티나무,1,510,14.5,590,,시·군나무,도로,1138,공공,서울특별시 종로구 신영동 240-1,서울특별시 종로구 신영동 240-1,37.604997,126.960395,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200049,서울특별시,종로구,서울특별시 종로구청,서1-12,1981-10-27,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,315,20,330,,시·군나무,대,2612.9,공공,서울특별시 종로구 창의문로 21,서울특별시 종로구 청운동 89-109,37.58551,126.972545,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200046,서울특별시,종로구,서울특별시 종로구청,서1-15,1989-10-24,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,260,20,700,,도나무,학교용지,27057.9,공공,서울특별시 종로구 필운대로 103,서울특별시 종로구 신교동 1-1,37.585253,126.968741,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200055,서울특별시,종로구,서울특별시 종로구청,서1-6,1988-06-08,,노목+거목,은행나무과,Zelkova serrata,느티나무,1,510,14.5,590,,시·군나무,도로,1138,공공,서울특별시 종로구 신영동 240-1,서울특별시 종로구 신영동 240-1,37.604997,126.960395,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200040,서울특별시,종로구,서울특별시 종로구청,서1-21,1988-09-12,,노목+거목,느릅나무과,Zelkova serrata,느티나무,1,310,20,340,,시·군나무,대,658.4,개인,서울특별시 종로구 창덕궁길 188-3,서울특별시 종로구 가회동 5,37.583897,126.985864,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200010,서울특별시,종로구,서울특별시 종로구청,서1-10,1976-06-05,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,420,24.5,680,,도나무,대,676.5,개인,서울특별시 종로구 사직로1가길 16,서울특별시 종로구 행촌동 1-18,37.573321,126.96381,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200041,서울특별시,종로구,서울특별시 종로구청,서1-20,1986-11-22,,노목+거목,콩과,Sophora japonica,회화나무,1,210,20.5,280,,면나무,대,14.2,공공,서울특별시 종로구 율곡로3길 82,서울특별시 종로구 화동 138-32,37.579579,126.982553,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200020,서울특별시,종로구,서울특별시 종로구청,서1-20,1986-11-22,,노목+거목,콩과,Sophora japonica,회화나무,1,210,20.5,280,,면나무,대,14.2,공공,서울특별시 종로구 율곡로3길 82,서울특별시 종로구 화동 138-32,37.579579,126.982553,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200058,서울특별시,종로구,서울특별시 종로구청,서1-3,1981-10-27,,노목+거목,은행나무과,Ginkgo biloba,은행나무,1,465,17,540,,시·군나무,도로,4.2,공공,서울특별시 종로구 인의동 48-55,서울특별시 종로구 인의동 48-55,37.572522,126.998277,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3000000,202430000000200034,서울특별시,종로구,서울특별시 종로구청,서1-28,1968-07-03,,노목+거목,소나무과,Pinus densiflora,소나무,1,180,12,120,,마을나무,대,7183,단체,서울특별시 종로구 평창11길 9-1,서울특별시 종로구 평창동 329-2,37.606291,126.965916,2024-07-10,I,2026-05-15 18:44:54,2024-07-10 20:05:11
3010000,202530100000200014,서울특별시,중구,서울특별시중구청,서2-1,1972-10-12,,노목,콩과,sophora japonica,회화나무,1,825,20,7.1,2.3,시·군나무,대,,공공,서울특별시 중구 서소문로11길 43,서울특별시 중구 정동 34-16,37.56499737,126.971815,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:03:27
3010000,202530100000200011,서울특별시,중구,서울특별시중구청,서2-4,1972-10-12,,노목,은행나무과,ginkgo biloba,은행나무,1,475,22.5,8.2,2.6,시·군나무,대,,공공,서울특별시 중구 소공로 51,서울특별시 중구 회현동 1가 203,37.559401,126.9817325,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:04:12
3010000,202530100000200004,서울특별시,중구,서울특별시중구청,서2-11,1985-10-02,,노목,소나무과,pinus densiflora,소나무,1,90,16,1.1,0.4,시·군나무,임야,,공공,서울특별시 중구 장충동2가 산14-21,서울특별시 중구 장충동2가 산14-21,37.554476,126.9998343,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:10:28
3010000,202530100000200009,서울특별시,중구,서울특별시중구청,서2-6,1996-08-16,,노목,느릅나무과,zelkova serrata,느티나무,1,450,23,6.4,2,시·군나무,대,,공공,서울특별시 중구 퇴계로26가길 6,서울특별시 중구 예장동 2-1,37.55849157,126.9910318,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:04:45
3010000,202530100000200010,서울특별시,중구,서울특별시중구청,서2-5,1972-10-12,,노목,은행나무과,ginkgo biloba,은행나무,1,475,24,7.3,2.3,시·군나무,도로,,공공,서울특별시 중구 회현동 1가 36-7,서울특별시 중구 회현동 1가 36-7,37.559317,126.9811893,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:04:33
3010000,202530100000200005,서울특별시,중구,서울특별시중구청,서2-10,1981-10-27,,노목,콩과,sophora japonica,회화나무,1,165,13,3.1,1,시·군나무,도로,,공공,서울특별시 중구 황학동 1163,서울특별시 중구 황학동 1163,37.567945,127.0222881,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:10:16
3010000,202530100000200006,서울특별시,중구,서울특별시중구청,서2-9,1972-10-12,,노목,느릅나무과,zelkova serrata,느티나무,1,225,19,2.1,0.7,시·군나무,공원,,공공,서울특별시 중구 남대문로5가 467,서울특별시 중구 남대문로 5가 467,37.554026,126.9792694,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:06:21
3010000,202530100000200007,서울특별시,중구,서울특별시중구청,서2-8,1972-10-12,,노목,무환자나무과,koelreuteria paniculata,모감주나무,1,80,9.2,1,0.3,시·군나무,공원,,공공,서울특별시 중구 남대문로5가 467,서울특별시 중구 남대문로 5가 467,37.554026,126.9792694,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:05:25
3010000,202530100000200012,서울특별시,중구,서울특별시중구청,서2-3,1976-11-17,,노목,콩과,sophora japonica,회화나무,1,520,17,5.2,1.6,시·군나무,도로,,공공,서울특별시 중구 정동길 21,서울특별시 중구 정동 16-1,37.566855,126.9708266,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:03:59
3010000,202530100000200008,서울특별시,중구,서울특별시중구청,서2-7,1996-08-16,,노목,은행나무과,ginkgo biloba,은행나무,1,400,21.5,5.9,1.9,시·군나무,대,,공공,서울특별시 중구 퇴계로26가길 6,서울특별시 중구 예장동 2-1,37.55849157,126.9910318,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:05:12
3010000,202530100000200001,서울특별시,중구,서울특별시중구청,서2-14,2006-07-13,,노목,느릅나무과,zelkova serrata,느티나무,1,140,17.5,4.2,1.3,시·군나무,대,,공공,서울특별시 중구 필동2가 128-9,서울특별시 중구 필동2가 128-9,37.555404,126.995331,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:10:55
3010000,202530100000200002,서울특별시,중구,서울특별시중구청,서2-13,1996-08-16,2021-12-23,노목,측백나무과,Juniperus chinensis,향나무,1,300,10,1.6,0.5,시·군나무,대,,공공,서울특별시 중구 창경궁로 17,서울특별시 중구 예관동 120-1,37.56412133,126.9980079,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:10:47
3010000,202530100000200013,서울특별시,중구,서울특별시중구청,서2-2,1972-10-12,,노목,측백나무과,Juniperus chinensis,향나무,1,525,16.5,2.3,0.7,시·군나무,대,,공공,서울특별시 중구 서소문로11길 19,서울특별시 중구 정동 34-5,37.563744,126.9720883,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:03:49
3010000,202530100000200003,서울특별시,중구,서울특별시중구청,서2-12,1985-10-02,,노목,소나무과,pinus densiflora,소나무,1,70,16,1.4,0.4,시·군나무,임야,,공공,서울특별시 중구 장충동2가 산14-21,서울특별시 중구 장충동2가 산14-21,37.554476,126.9998343,2026-05-26,U,2026-05-27 03:03:03,2026-05-26 10:10:37
3020000,202630200000200009,서울특별시,용산구,서울특별시 용산구청,서3-11,1998-04-25,,노목+거목,,,비술나무,1,177,22,430,,시·군나무,임야,,공공,서울특별시 용산구 백범로 329,서울특별시 용산구 원효로1가 25,37.5387028,126.9655065,2026-05-19,,2026-05-20 22:57:45,2026-05-19 10:00:40
3020000,202630200000200008,서울특별시,용산구,서울특별시 용산구청,서3-12,1981-10-27,,노목+거목,,,은행나무,1,159,17,180,,시·군나무,임야,,단체,서울특별시 용산구 효창원로8길 16,서울특별시 용산구 원효로4가 128-1,37.5337739,126.9514712,2026-05-19,,2026-05-20 22:57:45,2026-05-19 10:00:40
3020000,202630200000200007,서울특별시,용산구,서울특별시 용산구청,서3-13,1981-10-27,,노목+거목,,,은행나무,1,159,18,181,,시·군나무,임야,,단체,서울특별시 용산구 효창원로8길 16,서울특별시 용산구 원효로4가 128-1,37.5337739,126.9514712,2026-05-19,,2026-05-20 22:57:45,2026-05-19 10:00:40
3020000,202630200000200001,서울특별시,용산구,서울특별시 용산구청,서3-19,1981-10-27,,노목+거목,,,은행나무,1,179,18,322,,시·군나무,임야,,공공,,서울특별시 용산구 한강로2가 55-1,37.5312659,126.9720688,2026-05-19,,2026-05-20 22:57:45,2026-05-19 10:00:40
